"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Wisin & Yandel",0,"latin","reggaeton",2012-01-01,3.86066666666667,0.798,0.842,-4.13,0.0861,0.0535,0.159,102.001
"Farruko",57,"latin","reggaeton",2010-12-04,3.60533333333333,0.747,0.528,-8.267,0.0527,0.099,0.0845,86.964
"Farruko",0,"latin","reggaeton",2015-08-28,3.46776666666667,0.698,0.689,-5.61,0.0487,0.197,0.272,171.953
"Farruko",0,"latin","reggaeton",2015-08-28,3.44398333333333,0.745,0.698,-7.075,0.0488,0.214,0.383,81.007
"J Alvarez",1,"latin","reggaeton",2011-09-20,4.17045,0.743,0.893,-4.713,0.0533,0.185,0.0941,167.922
"J Alvarez",47,"latin","reggaeton",2012-05-15,4.56711666666667,0.738,0.726,-5.318,0.0735,0.0627,0.288,171.962
"J Alvarez",60,"latin","reggaeton",2010-11-16,4.17578333333333,0.614,0.702,-6.081,0.0378,0.245,0.269,169.966
"J Alvarez",15,"latin","reggaeton",2015-01-27,3.78533333333333,0.638,0.731,-6.211,0.0596,0.224,0.155,172.11
"J Alvarez",0,"latin","reggaeton",2014-10-17,3.50711666666667,0.724,0.822,-5.74,0.0451,0.198,0.631,83.998
"J Alvarez",0,"latin","reggaeton",2014-10-17,4.60633333333333,0.745,0.756,-5.446,0.141,0.238,0.363,81.016
"J Alvarez",0,"latin","reggaeton",2014-10-17,3.78333333333333,0.439,0.729,-5.957,0.0384,0.777,0.141,89.82
"J Alvarez",27,"latin","reggaeton",2012-04-26,4.29045,0.798,0.905,-4.772,0.086,0.245,0.0799,96.017
"J Alvarez",47,"latin","reggaeton",2013-06-14,4.53311666666667,0.84,0.706,-8.413,0.134,0.444,0.327,91.043
"Cosculluela",0,"latin","reggaeton",2015-09-25,4.22666666666667,0.857,0.772,-3.076,0.291,0.167,0.0721,90.034
"Ñejo",32,"latin","reggaeton",2013-06-19,4.004,0.785,0.687,-6.623,0.0559,0.118,0.59,85.979
"Tony Dize",0,"latin","reggaeton",2015-04-07,3.56178333333333,0.741,0.786,-4.163,0.0489,0.101,0.184,93.983
"Tony Dize",0,"latin","reggaeton",2010-09-20,3.15421666666667,0.742,0.704,-5.35,0.133,0.498,0.336,83.998
"Alexis y Fido",39,"latin","reggaeton",2014-08-05,2.91066666666667,0.829,0.74,-7.958,0.0711,0.00792,0.0629,115.994
"Alexis y Fido",36,"latin","reggaeton",2014-03-03,4.298,0.711,0.841,-4.775,0.0917,0.231,0.191,176.027
"Alexis y Fido",28,"latin","reggaeton",2014-03-03,4.20178333333333,0.659,0.88,-4.254,0.0595,0.0383,0.102,179.985
"Daddy Yankee",60,"latin","reggaeton",2012-01-01,7.556,0.731,0.786,-4.898,0.254,0.114,0.437,89.092
"Daddy Yankee",1,"latin","reggaeton",2004-07-13,3.20955,0.855,0.794,-6.498,0.0557,0.335,0.0711,96.013
"Reykon",0,"latin","reggaeton",2010-09-25,3.82741666666667,0.857,0.693,-7.825,0.151,0.245,0.147,98.027
"Reykon",0,"latin","reggaeton",2010-09-25,3.44731666666667,0.535,0.859,-2.946,0.106,0.303,0.0934,89.514
"Reykon",0,"latin","reggaeton",2012-09-26,3.4375,0.762,0.748,-6.471,0.193,0.0296,0.203,180.097
"Reykon",0,"latin","reggaeton",2011-09-27,4.10865,0.772,0.725,-6.183,0.121,0.077,0.0706,191.948
"Reykon",0,"latin","reggaeton",2011-03-23,3.9998,0.751,0.507,-13.041,0.191,0.271,0.358,87.066
"J Balvin",0,"latin","reggaeton",2011-03-25,4.11911666666667,0.725,0.925,-4.178,0.0932,0.132,0.0745,98.021
"J Balvin",0,"latin","reggaeton",2011-03-25,3.96045,0.733,0.873,-5.431,0.043,0.0976,0.795,117.985
"J Balvin",0,"latin","reggaeton",2010-05-07,4.23821666666667,0.824,0.768,-6.919,0.0409,0.346,0.145,106.971
"Nicky Jam",35,"latin","reggaeton",2014-11-04,3.41551666666667,0.77,0.664,-8.963,0.168,0.183,0.323,75.012
"Wisin & Yandel",40,"latin","reggaeton",2009-01-01,4.73955,0.598,0.9,-4.469,0.129,0.0299,0.47,125.841
"Don Omar",47,"latin","reggaeton",2010-01-01,4.31045,0.655,0.878,-6.684,0.164,0.00865,0.733,92.957
"Don Omar",1,"latin","reggaeton",2006-01-01,3.65555,0.657,0.843,-5.927,0.272,0.00498,0.156,192.043
"Lérica",49,"latin","reggaeton",2020-01-16,3.13233333333333,0.679,0.857,-3.137,0.0783,0.086,0.245,169.999
"Bad Gyal",77,"latin","reggaeton",2019-12-12,3.102,0.637,0.65,-6.646,0.186,0.682,0.0786,176.075
"Kexxy Pardo",46,"latin","reggaeton",2020-01-09,3.03408333333333,0.77,0.599,-4.579,0.159,0.36,0.238,175.945
"Sky Rompiendo",57,"latin","reggaeton",2020-01-10,2.03483333333333,0.846,0.807,-2.329,0.105,0.00914,0.0779,104.983
"Kexxy Pardo",43,"latin","reggaeton",2019-12-05,3.20241666666667,0.773,0.834,-6.352,0.0969,0.312,0.336,89.975
"Kenny Man",46,"latin","reggaeton",2019-12-06,3.49888333333333,0.859,0.833,-4.156,0.0611,0.0164,0.236,95.036
"Mala Rodríguez",58,"latin","reggaeton",2019-10-25,3.57711666666667,0.749,0.778,-6.864,0.195,0.0061,0.0845,99.99
"Bad Gyal",65,"latin","reggaeton",2019-07-05,2.58221666666667,0.764,0.603,-6.951,0.328,0.0538,0.097,142.465
"Sebastian Yatra",71,"latin","reggaeton",2019-10-24,3.368,0.779,0.728,-2.586,0.187,0.0191,0.266,179.971
"Feid",67,"latin","reggaeton",2019-10-18,4.136,0.766,0.763,-5.702,0.205,0.376,0.1,186.004
"Lalo Ebratt",58,"latin","reggaeton",2019-10-10,3.01743333333333,0.603,0.661,-5.857,0.088,0.221,0.0997,92.123
"IAmChino",44,"latin","reggaeton",2019-12-06,2.79,0.506,0.793,-4.731,0.328,0.662,0.123,97.831
"Yera",55,"latin","reggaeton",2019-10-31,3.53093333333333,0.711,0.76,-4.012,0.0531,0.319,0.346,98.041
"Nacho",51,"latin","reggaeton",2019-09-20,3.04511666666667,0.844,0.798,-3.972,0.099,0.063,0.135,101.988
"Juan Magán",51,"latin","reggaeton",2019-07-19,3.53688333333333,0.648,0.712,-8.184,0.0341,0.203,0.24,94.971
"Maikel Delacalle",59,"latin","reggaeton",2019-07-11,3.21666666666667,0.612,0.657,-7.577,0.187,0.0788,0.24,172
"Guaynaa",76,"latin","reggaeton",2019-08-16,3.26445,0.734,0.789,-4.305,0.454,0.445,0.498,76.182
"Lola Indigo",69,"latin","reggaeton",2019-07-30,3.12105,0.769,0.899,-1.843,0.0503,0.193,0.23,94.987
"Dalex",82,"latin","reggaeton",2019-09-06,3.41311666666667,0.584,0.698,-3.961,0.106,0.09,0.171,166.047
"Trapical",43,"latin","reggaeton",2019-08-29,3.14,0.667,0.746,-4.151,0.0711,0.499,0.316,149.982
"Guaynaa",78,"latin","reggaeton",2019-07-12,4.36666666666667,0.885,0.857,-2.279,0.204,0.205,0.671,90.025
"Don Omar",61,"latin","reggaeton",2019-08-16,2.95488333333333,0.734,0.519,-9.483,0.0824,0.00814,0.311,82.982
"Kevin Roldan",63,"latin","reggaeton",2019-09-06,2.53311666666667,0.81,0.717,-3.92,0.132,0.0182,0.105,95.077
"Gianluca Vacchi",56,"latin","reggaeton",2019-07-26,3.36688333333333,0.817,0.757,-4.346,0.253,0.145,0.0832,133.97
"Juan Magán",65,"latin","reggaeton",2019-07-19,3.73378333333333,0.715,0.787,-5.253,0.0681,0.247,0.106,91.978
"DJ Snake",74,"latin","reggaeton",2019-07-25,3.25715,0.819,0.859,-6.264,0.224,0.0244,0.0916,104.906
"Joey Montana",53,"latin","reggaeton",2019-07-19,3.41488333333333,0.846,0.935,-1.222,0.0672,0.173,0.15,96.967
"Lalo Ebratt",60,"latin","reggaeton",2019-07-26,3.61818333333333,0.751,0.821,-4.212,0.0554,0.732,0.35,110.079
"Mozart La Para",37,"latin","reggaeton",2019-06-23,3.25378333333333,0.842,0.763,-7.038,0.224,0.712,0.449,129.996
"Bad Gyal",70,"latin","reggaeton",2019-07-19,2.99821666666667,0.872,0.579,-6.149,0.113,0.0699,0.116,103.973
"Mala Rodríguez",49,"latin","reggaeton",2019-06-28,3.44,0.423,0.721,-6.592,0.165,0.00968,0.12,101.903
"KAROL G",69,"latin","reggaeton",2019-04-05,3.02645,0.787,0.751,-4.738,0.0865,0.00796,0.0857,165.961
"Yera",58,"latin","reggaeton",2019-11-21,3.70968333333333,0.771,0.693,-4.173,0.0485,0.0358,0.0904,93.004
"Alex Sensation",65,"latin","reggaeton",2019-06-21,2.91488333333333,0.679,0.713,-4.544,0.123,0.0649,0.362,189.921
"Jhay Cortez",51,"latin","reggaeton",2019-05-24,3.12955,0.597,0.553,-8.221,0.307,0.138,0.181,83.376
"Lalo Ebratt",77,"latin","reggaeton",2019-02-28,3.3804,0.755,0.792,-4.238,0.0484,0.028,0.0754,106.014
"El Freaky",53,"latin","reggaeton",2019-05-03,3.64511666666667,0.683,0.91,-3.718,0.162,0.0547,0.352,190.008
"The Rudeboyz",46,"latin","reggaeton",2019-04-12,3.58333333333333,0.844,0.675,-3.251,0.0737,0.302,0.184,96.031
"Kenny Man",50,"latin","reggaeton",2019-03-22,3.67845,0.769,0.881,-3.896,0.0406,0.467,0.121,103.048
"Nicky Jam",90,"latin","reggaeton",2019-11-01,3.591,0.817,0.665,-6.224,0.0758,0.0549,0.103,104.957
"Cali Y El Dandee",71,"latin","reggaeton",2019-09-13,3.90511666666667,0.784,0.855,-1.924,0.0584,0.121,0.0483,93.979
"Tharyk",49,"latin","reggaeton",2020-01-03,2.76356666666667,0.715,0.856,-5.435,0.0722,0.19,0.119,95.999
"Ricky Bernard",31,"latin","reggaeton",2019-12-25,3.61465,0.86,0.773,-5.114,0.208,0.11,0.0533,100.022
"DJ Valdi",59,"latin","reggaeton",2019-12-06,3.34411666666667,0.882,0.633,-7.121,0.0852,0.11,0.0546,98.024
"Sahony",38,"latin","reggaeton",2019-10-03,2.9448,0.842,0.608,-8.07,0.0838,0.187,0.066,95.487
"Armando Infante",33,"latin","reggaeton",2019-12-27,2.72743333333333,0.731,0.701,-8.27,0.0888,0.124,0.0879,92.024
"KAROL G",73,"latin","reggaeton",2018-09-14,3.77711666666667,0.728,0.801,-2.942,0.0683,0.279,0.143,130.059
"Christian Nava",33,"latin","reggaeton",2019-11-22,3.11873333333333,0.782,0.596,-6.952,0.0534,0.126,0.217,81.963
"Tito ""El Bambino""",65,"latin","reggaeton",2019-05-31,3.66,0.8,0.845,-4.189,0.0574,0.124,0.387,96.998
"Piso 21",79,"latin","reggaeton",2019-07-05,3.58478333333333,0.703,0.776,-3.075,0.2,0.0746,0.123,182.136
"Jory Boy",54,"latin","reggaeton",2019-04-05,4.44778333333333,0.774,0.749,-4.399,0.0442,0.186,0.0931,92.008
"Becky G",76,"latin","reggaeton",2019-07-10,3.39143333333333,0.862,0.5,-6.875,0.276,0.232,0.657,76.992
"Becky G",76,"latin","reggaeton",2018-11-06,3.80821666666667,0.8,0.355,-10.47,0.0895,0.616,0.118,145.929
"Natti Natasha",70,"latin","reggaeton",2019-05-01,3.28355,0.853,0.766,-3.527,0.0401,0.0247,0.272,96.01
"Reykon",67,"latin","reggaeton",2019-03-29,4.21505,0.797,0.709,-7.609,0.0495,0.0538,0.0838,93.029
"Brytiago",63,"latin","reggaeton",2019-03-22,3.56321666666667,0.746,0.63,-4.453,0.0863,0.127,0.141,174.044
"Miky Woodz",48,"latin","reggaeton",2019-03-29,3.62821666666667,0.744,0.814,-4.922,0.0996,0.0807,0.0491,172.023
"Rombai",58,"latin","reggaeton",2019-01-25,3.3439,0.805,0.715,-3.886,0.154,0.0549,0.108,95.989
"Lit Killah",61,"latin","reggaeton",2018-11-29,3.41648333333333,0.784,0.761,-4.253,0.0343,0.108,0.05,105.005
"Natti Natasha",53,"latin","reggaeton",2019-02-15,2.69,0.821,0.775,-2.9,0.0604,0.415,0.0673,101.995
"Maluma",23,"latin","reggaeton",2019-03-01,3.07393333333333,0.837,0.791,-3.157,0.0773,0.252,0.188,91.98
"Myke Towers",78,"latin","reggaeton",2019-02-26,3.95021666666667,0.83,0.71,-5.523,0.326,0.374,0.0877,93.977
"Dimelo Flow",64,"latin","reggaeton",2018-09-10,3.52381666666667,0.498,0.782,-4.277,0.143,0.409,0.121,83.997
"Cardi B",84,"latin","reggaeton",2018-04-06,4.22316666666667,0.816,0.726,-3.998,0.129,0.099,0.372,136.048
"J Balvin",77,"latin","reggaeton",2018-11-17,2.64666666666667,0.747,0.74,-4.325,0.191,0.0165,0.101,176.059
"Rombai",67,"latin","reggaeton",2018-09-28,2.96311666666667,0.531,0.752,-3.33,0.2,0.214,0.145,192.443
"Reykon",40,"latin","reggaeton",2018-07-20,4.90698333333333,0.783,0.771,-3.804,0.122,0.162,0.0782,171.953
"Bad Bunny",10,"latin","reggaeton",2018-06-28,3.468,0.793,0.557,-5.618,0.1,0.831,0.103,120.118
"Daddy Yankee",72,"latin","reggaeton",2018-04-27,4.036,0.772,0.803,-3.035,0.0468,0.188,0.434,94.981
"Ozuna",15,"latin","reggaeton",2018-06-28,2.93555,0.754,0.805,-4.249,0.0752,0.315,0.203,93.983
"Ozuna",74,"latin","reggaeton",2018-01-30,4.3,0.737,0.742,-2.875,0.0441,0.218,0.316,119.966
"Paulo Londra",8,"latin","reggaeton",2018-01-30,3.81458333333333,0.762,0.631,-4.837,0.0544,0.178,0.146,118.969
"Brytiago",74,"latin","reggaeton",2018-10-31,5.45778333333333,0.825,0.69,-4.252,0.226,0.589,0.413,94.194
"Anuel AA",18,"latin","reggaeton",2018-11-02,3.65595,0.751,0.665,-3.083,0.124,0.265,0.0515,95.239
"Bad Bunny",79,"latin","reggaeton",2018-12-23,3.93693333333333,0.826,0.449,-8.33,0.0674,0.556,0.273,128.028
"Matt Hunter",58,"latin","reggaeton",2019-04-19,3.37978333333333,0.791,0.609,-5.802,0.136,0.0671,0.136,161.982
"Mambo Kingz",73,"latin","reggaeton",2019-06-19,4.55535,0.803,0.589,-5.889,0.0954,0.442,0.634,140.057
"Feid",69,"latin","reggaeton",2019-06-21,2.58066666666667,0.731,0.708,-6.659,0.167,0.473,0.112,186.003
"Natti Natasha",62,"latin","reggaeton",2019-07-03,3.13111666666667,0.733,0.762,-3.955,0.0665,0.268,0.0683,167.845
"Myke Towers",73,"latin","reggaeton",2019-06-25,3.35965,0.757,0.748,-3.406,0.186,0.0691,0.196,173.97
"Farruko",57,"latin","reggaeton",2019-08-19,3.6953,0.668,0.656,-5.715,0.0548,0.373,0.0694,168.004
"Xavi The Destroyer",32,"latin","reggaeton",2019-04-19,3.92856666666667,0.813,0.66,-5.182,0.0669,0.287,0.0941,84.003
"Becky G",69,"latin","reggaeton",2019-10-11,2.89723333333333,0.851,0.701,-3.649,0.0396,0.311,0.163,98.039
"Cazzu",75,"latin","reggaeton",2019-06-03,5.08523333333333,0.898,0.543,-8.317,0.121,0.343,0.338,98.992
"Lunay",73,"latin","reggaeton",2019-10-25,3.15493333333333,0.7,0.904,-2.826,0.0568,0.2,0.182,173.975
"Daddy Yankee",3,"latin","reggaeton",2004-07-13,3.51555,0.824,0.754,-6.418,0.0377,0.114,0.368,97.002
"Wisin & Yandel",1,"latin","reggaeton",2005-11-28,3.42845,0.686,0.722,-5.4,0.256,0.108,0.494,94.006
NA,0,"latin","reggaeton",2012-01-05,4.21288333333333,0.675,0.919,-6.075,0.0366,0.0606,0.103,97.017
"Jasmine Ortiz",43,"latin","reggaeton",2019-06-21,3.41546666666667,0.839,0.744,-5.561,0.0546,0.631,0.144,108.947
"Dukus",30,"latin","reggaeton",2019-12-20,2.8434,0.61,0.665,-6.6,0.0985,0.0652,0.0832,182.001
"R.K.M & Ken-Y",0,"latin","reggaeton",2006-01-01,3.27266666666667,0.774,0.75,-5.939,0.0727,0.0633,0.448,92.978
"Dukus",30,"latin","reggaeton",2018-04-27,3.4399,0.725,0.791,-7.626,0.0466,0.0278,0.169,99.049
"La Secta AllStar",47,"latin","reggaeton",2008-01-01,4.83978333333333,0.568,0.607,-5.895,0.0237,0.0329,0.111,75.985
"N.O.R.E.",1,"latin","reggaeton",2006-07-18,4.01621666666667,0.677,0.946,-2.887,0.0553,0.185,0.274,96.011
"Wisin & Yandel",0,"latin","reggaeton",2005-01-01,2.85245,0.726,0.784,-6.053,0.239,0.0607,0.112,192.068
"Don Omar",0,"latin","reggaeton",NA,3.41,0.828,0.714,-7.438,0.139,0.208,0.0528,94.03
"Kevin G.",29,"latin","reggaeton",2019-11-15,3.05208333333333,0.674,0.652,-6.229,0.254,0.164,0.152,192.051
"Wisin & Yandel",44,"latin","reggaeton",2007-01-01,3.44911666666667,0.821,0.789,-5.516,0.111,0.103,0.432,96.012
"Ivan R",23,"latin","reggaeton",2020-01-10,3.32315,0.681,0.577,-9.602,0.0632,0.0189,0.102,175.94
"Wisin & Yandel",44,"latin","reggaeton",2007-01-01,3.49466666666667,0.816,0.755,-6.153,0.0402,0.357,0.136,104.996
"Kevin G.",30,"latin","reggaeton",2019-11-15,4.08333333333333,0.594,0.502,-5.915,0.241,0.511,0.137,191.968
"Zion",0,"latin","reggaeton",2007-01-01,5.028,0.768,0.793,-7.552,0.125,0.275,0.086,88.015
"Mg Poet",36,"latin","reggaeton",2020-01-01,4.28583333333333,0.704,0.718,-6.791,0.205,0.166,0.0898,98.044
"Ivy Queen",48,"latin","reggaeton",2005-11-15,4.00221666666667,0.877,0.648,-9.055,0.137,0.0445,0.0971,119.992
"La Factoria",32,"latin","reggaeton",2006-01-01,4.04155,0.677,0.822,-5.738,0.0306,0.247,0.294,95.018
"Dukus",30,"latin","reggaeton",2019-11-08,3.1875,0.677,0.756,-7.643,0.044,0.0385,0.123,96.999
"Jasmine Ortiz",39,"latin","reggaeton",2019-03-08,3.31253333333333,0.788,0.714,-7.454,0.0483,0.0199,0.19,105.011
"Don Omar",1,"latin","reggaeton",NA,4.208,0.741,0.748,-7.006,0.0568,0.423,0.0849,92.052
"Wisin & Yandel",16,"latin","reggaeton",2007-01-01,3.45511666666667,0.819,0.677,-6.023,0.268,0.575,0.159,93.991
"Jasmine Ortiz",47,"latin","reggaeton",2018-10-19,4.00031666666667,0.781,0.62,-6.351,0.0477,0.655,0.196,85.018
"Wisin & Yandel",1,"latin","reggaeton",2006-01-01,3.71445,0.809,0.719,-5.185,0.192,0.405,0.126,92.992
"Reggaeton Latino",34,"latin","reggaeton",2008-02-01,3.49355,0.893,0.791,-5.434,0.131,0.0639,0.0786,93.998
"Don Omar",60,"latin","reggaeton",2008-01-01,3.71133333333333,0.817,0.667,-9.182,0.092,0.244,0.258,88.011
"Alexis y Fido",56,"latin","reggaeton",2011-03-21,3.81355,0.829,0.904,-3.51,0.0535,0.0661,0.343,94.021
"Tito ""El Bambino""",51,"latin","reggaeton",2010-01-01,3.81945,0.865,0.783,-4.432,0.0931,0.089,0.126,100.017
"Angel Y Khriz",25,"latin","reggaeton",2007-01-01,3.13778333333333,0.844,0.861,-6.316,0.141,0.238,0.0625,94.007
"Zion",0,"latin","reggaeton",2007-06-05,3.96866666666667,0.623,0.76,-7.462,0.0846,0.274,0.0971,93.909
"Zion & Lennox",48,"latin","reggaeton",2005-06-07,3.85025,0.786,0.729,-4.973,0.187,0.0579,0.101,95.027
"Zion",0,"latin","reggaeton",2012-12-04,3.75555,0.754,0.779,-9.076,0.0519,0.287,0.165,94.986
"Big Yamo, Vato 18K Feat. Bigal L Jake",0,"latin","reggaeton",2013-12-31,3.12401666666667,0.738,0.862,-3.939,0.196,0.06,0.432,170.017
"Wisin & Yandel",0,"latin","reggaeton",2013-01-01,3.01155,0.78,0.776,-4.628,0.055,0.0509,0.0694,114.949
"Wisin & Yandel",0,"latin","reggaeton",2009-01-01,4.41133333333333,0.646,0.81,-6.482,0.141,0.0959,0.266,95.985
"Daddy Yankee",0,"latin","reggaeton",2006-01-01,4.38821666666667,0.873,0.766,-6.585,0.146,0.14,0.0888,97.002
"Daddy Yankee",7,"latin","reggaeton",2010-04-26,3.38045,0.746,0.993,-2.134,0.0499,0.0866,0.0689,122.046
"Daddy Yankee",0,"latin","reggaeton",2006-01-01,3.14111666666667,0.689,0.799,-5.996,0.0592,0.0378,0.0599,176.081
"Daddy Yankee",0,"latin","reggaeton",2004-07-13,3.72688333333333,0.803,0.946,-3.989,0.062,0.0759,0.131,96.012
"Nicky Jam",0,"latin","reggaeton",2005-01-01,2.83821666666667,0.828,0.944,-4.083,0.0642,0.237,0.0588,109.911
"Dyland & Lenny",45,"latin","reggaeton",2010-03-02,3.43866666666667,0.755,0.892,-4.351,0.0598,0.00934,0.229,110.014
"Plan B",58,"latin","reggaeton",2011-07-12,3.05303333333333,0.947,0.874,-3.813,0.176,0.316,0.372,120.063
"Pitbull",1,"latin","reggaeton",2012-07-30,3.35533333333333,0.918,0.434,-10.715,0.224,0.524,0.0634,126.981
"Héctor ""El Father""",0,"latin","reggaeton",2008-01-01,3.48376666666667,0.836,0.658,-7.458,0.179,0.437,0.0733,91.997
"Don Omar",3,"latin","reggaeton",2012-01-01,4.75555,0.738,0.875,-3.365,0.109,0.236,0.13,90.036
"Wisin & Yandel",32,"latin","reggaeton",2008-01-01,3.56266666666667,0.626,0.925,-4.447,0.294,0.481,0.27,130.016
"Latin Fresh",41,"latin","reggaeton",2012-05-12,3.38701666666667,0.831,0.873,-3.756,0.0606,0.269,0.237,100.016
"J Alvarez",0,"latin","reggaeton",2011-09-20,4.18488333333333,0.617,0.704,-6.073,0.0376,0.248,0.261,169.966
"Ñejo & Dalmata",2,"latin","reggaeton",2007-01-01,3.79111666666667,0.798,0.814,-6.153,0.0542,0.101,0.181,95.007
"Wisin & Yandel",0,"latin","reggaeton",2013-08-06,2.96733333333333,0.723,0.807,-4.23,0.123,0.259,0.127,93.027
"Wisin & Yandel",0,"latin","reggaeton",2013-01-01,3.28688333333333,0.856,0.82,-5.17,0.0758,0.067,0.0772,94.994
"Alexis y Fido",0,"latin","reggaeton",NA,2.58778333333333,0.787,0.818,-5.471,0.0725,0.137,0.231,95.038
"Wisin & Yandel",1,"latin","reggaeton",2013-01-01,2.65066666666667,0.806,0.847,-4.371,0.15,0.272,0.134,95.998
"Daddy Yankee",0,"latin","reggaeton",2004-01-01,3.06266666666667,0.825,0.598,-14.187,0.0949,0.131,0.107,95.029
"Alexis y Fido",52,"latin","reggaeton",2011-03-21,3.69066666666667,0.783,0.831,-3.465,0.0372,0.214,0.263,93.997
"Tito ""El Bambino""",55,"latin","reggaeton",2010-01-01,2.89451666666667,0.83,0.796,-5.596,0.0702,0.116,0.328,101.017
"Alexis y Fido",47,"latin","reggaeton",2009-03-26,3.45466666666667,0.795,0.916,-6.051,0.0489,0.00201,0.303,119.966
"Randy Nota Loka",0,"latin","reggaeton",2011-07-30,3.71721666666667,0.743,0.875,-4.416,0.0837,0.164,0.341,95.033
"Tito ""El Bambino""",49,"latin","reggaeton",2010-01-01,3.18463333333333,0.843,0.797,-4.962,0.0894,0.0833,0.229,96.948
"Daddy Yankee",56,"latin","reggaeton",2010-09-09,3.92733333333333,0.794,0.749,-7.926,0.101,0.19,0.11,96.032
"Daddy Yankee",53,"latin","reggaeton",NA,3.43295,0.7,0.766,-5.428,0.0784,0.186,0.218,93.358
"Cosculluela",1,"latin","reggaeton",2009-01-01,3.95911666666667,0.843,0.727,-4.172,0.228,0.096,0.341,90
"Alexis y Fido",49,"latin","reggaeton",2005-11-15,3.25333333333333,0.908,0.81,-6.753,0.132,0.347,0.268,95.006
"Wisin & Yandel",55,"latin","reggaeton",2007-01-01,2.822,0.794,0.65,-5.352,0.0536,0.18,0.252,97.001
"Wisin & Yandel",37,"latin","reggaeton",2007-01-01,3.74666666666667,0.824,0.835,-7.576,0.0969,0.554,0.407,106.694
"Wisin & Yandel",58,"latin","reggaeton",2009-01-01,3.828,0.813,0.92,-2.643,0.055,0.279,0.329,115.994
"Alexis y Fido",45,"latin","reggaeton",2009-03-26,2.90466666666667,0.832,0.733,-7.199,0.0784,0.0152,0.0617,115.997
"Alexis y Fido",48,"latin","reggaeton",2009-03-26,3.20711666666667,0.846,0.852,-4.982,0.246,0.0187,0.0989,127.992
"Daddy Yankee",9,"latin","reggaeton",2005-01-01,1.62688333333333,0.763,0.931,-3.365,0.0949,0.102,0.468,96.017
"Arcangel",0,"latin","reggaeton",2006-01-01,3.80955,0.877,0.7,-7.753,0.108,0.0552,0.261,92.999
"R.K.M & Ken-Y",24,"latin","reggaeton",2006-01-01,3.61733333333333,0.867,0.727,-4.906,0.0779,0.219,0.201,94.99
"La Factoria",69,"latin","reggaeton",2009-01-01,3.38888333333333,0.785,0.901,-3.205,0.0553,0.0867,0.0903,113.289
"Franco ""El Gorilla""",55,"latin","reggaeton",2009-01-01,3.64178333333333,0.748,0.887,-6.23,0.0905,0.0853,0.108,97.015
"Chon Arauza Y Su Furia Colombiana",18,"latin","reggaeton",2006-01-01,3.35933333333333,0.681,0.695,-9.342,0.0532,0.132,0.1,173.883
"Don Omar",67,"latin","reggaeton",2019-04-20,3.26645,0.696,0.708,-5.252,0.138,0.187,0.387,149.994
"Don Omar",54,"latin","reggaeton",2016-11-11,5.25511666666667,0.884,0.749,-5.277,0.0973,0.0918,0.0436,110.005
"Don Omar",67,"latin","reggaeton",2015-06-16,3.22688333333333,0.788,0.873,-2.322,0.117,0.00607,0.0908,91.981
"Don Omar",67,"latin","reggaeton",2003-01-01,3.54021666666667,0.831,0.818,-7.827,0.0825,0.0242,0.0892,95.023
"Don Omar",55,"latin","reggaeton",2016-11-11,3.81711666666667,0.791,0.863,-2.587,0.237,0.0162,0.0698,170.088
"Don Omar",64,"latin","reggaeton",2010-01-01,4.86933333333333,0.43,0.886,-5.811,0.0828,0.0449,0.0879,187.38
"Don Omar",18,"latin","reggaeton",2004-01-01,3.40978333333333,0.676,0.705,-7.503,0.16,0.178,0.0561,93.774
"Don Omar",54,"latin","reggaeton",2009-01-01,3.89978333333333,0.741,0.867,-5.138,0.0334,0.000443,0.449,112.011
"Don Omar",75,"latin","reggaeton",2010-01-01,3.31288333333333,0.4,0.915,-4.89,0.28,0.0846,0.0503,88.917
"Don Omar",57,"latin","reggaeton",2012-01-01,4.39955,0.729,0.894,-3.494,0.0397,0.00205,0.128,124.992
"Don Omar",50,"latin","reggaeton",2016-11-11,4.35511666666667,0.578,0.94,-2.751,0.188,0.121,0.258,89.805
"Don Omar",60,"latin","reggaeton",2010-01-01,3.96621666666667,0.73,0.863,-5.082,0.154,0.0373,0.491,170.014
"Don Omar",54,"latin","reggaeton",2003-01-01,4.05221666666667,0.568,0.566,-8.35,0.0444,0.17,0.417,159.952
"Don Omar",49,"latin","reggaeton",2016-11-11,4.00045,0.818,0.707,-5.547,0.226,0.164,0.33,92.995
"Luny Tunes",52,"latin","reggaeton",2016-04-22,5.15445,0.756,0.957,-3.615,0.113,0.0918,0.212,92.006
"Don Omar",56,"latin","reggaeton",2010-01-01,4.31021666666667,0.629,0.88,-6.695,0.156,0.00879,0.814,93.013
"Don Omar",49,"latin","reggaeton",2016-11-11,4.74888333333333,0.637,0.691,-4.332,0.0415,0.161,0.167,156.006
"Don Omar",3,"latin","reggaeton",2004-01-01,3.09355,0.47,0.567,-6.894,0.0361,0.101,0.354,79.993
"Don Omar",45,"latin","reggaeton",2009-01-01,3.51821666666667,0.796,0.712,-4.47,0.0541,0.0424,0.455,94.97
"Farruko",3,"latin","reggaeton",2018-11-16,3.84301666666667,0.729,0.833,-6.252,0.152,0.106,0.463,172.07
